,phi,grid,T_in,T,P,vel,blend,fuel,oxidizer,O,O2,HE,AR,OHEX,H,H2,OH,H2O,HO2,H2O2,HONO,HNOH,HNO2,HONO2,HNO,H2NO,H2NN,HON,N,N2,NO,NO2,NO3,N2O,NH3,NNH,NH2,NH,N2H2,N2H3,N2H4
0,1.099152561,873,297.4009151,585.5868552,102071.3232,0.244138745,0.2,,,6.150947302407496e-13,3.681521613878644e-07,-3.942017214164667e-16,-3.3539869054585706e-16,1.2565885210560173e-16,5.17489495294166e-06,0.027649512675389214,2.084263076935681e-09,0.2860597011854373,1.3352536552102376e-10,2.896188477904489e-10,1.2710362398418657e-06,5.161684296736512e-10,3.949375354695057e-10,2.0472787598730927e-12,8.221605225160837e-06,1.9294440898121767e-11,9.856805848468501e-16,1.1395390798333738e-07,2.055414796984749e-15,0.6839966635360916,0.0022770847962965157,2.2737093449269375e-09,2.360849380411675e-16,1.4679859207220273e-06,4.1444220867443083e-07,2.1630735954704446e-13,2.12710699004625e-11,4.835173897615216e-13,6.269047454983077e-15,2.016564861664376e-16,9.462670602378563e-15
0,1.101303302,813,297.21,478.9139327,101724.686,0.409270326,0.2,,,3.0616145759262577e-13,5.351641207758795e-07,-5.925081786408293e-15,-6.201137057845097e-15,-3.997484033221789e-16,7.432903547430157e-06,0.028481814950265194,2.216241305729448e-09,0.2837972743499022,4.269824695973936e-10,4.745615695828583e-10,1.3885891297940478e-06,7.629245322152722e-10,2.707930577881884e-10,4.1694548302893084e-12,1.3537772982963064e-05,2.8807504172415807e-12,1.6017391698030207e-15,1.157579108832964e-07,3.591867253611927e-16,0.6857373325806042,0.00195866691690344,3.558922919365796e-09,-2.166645160421088e-16,1.487154286820262e-06,4.061044092702938e-07,9.061417925695155e-14,3.798499243371889e-11,6.743538907278397e-14,1.2235228779774355e-14,-3.6219056931988783e-16,1.04479384871029e-14
0,1.144506611,772,297.21,447.7755,101724.686,0.381853677,0.2,,,2.550129011264238e-12,1.3206073785723684e-07,2.9710963895717723e-16,3.099795921433019e-16,-3.0496338981858024e-16,1.825757341933065e-05,0.035834127564489025,2.12176054244461e-09,0.2813167801814526,5.70651976049946e-10,2.1233735168358838e-10,3.9833980174818174e-07,3.616454034638987e-10,2.7006426746524994e-11,1.2641707364555674e-12,7.015109657899797e-06,7.197142252689064e-14,2.2395455983339994e-15,1.236048096523395e-07,1.0169867605111381e-14,0.6821452476269133,0.0006442843885697206,7.152873104384712e-10,-2.015218165300751e-17,2.849933112094522e-06,3.0779432493849935e-05,1.354698356540594e-13,1.658438354487431e-10,1.4687995882315343e-13,1.7232750992003557e-13,-2.9358441151142873e-16,5.656855143313144e-12
0,1.147729436,784,297.2200499,472.6424016,102071.3232,0.262208387,0.2,,,6.476273891920959e-13,1.0501911517348249e-07,-2.253303691278869e-15,4.7875645815071883e-14,1.1143206370798549e-15,1.0648657256043275e-05,0.03578585395849759,1.1145829740591751e-09,0.2821290650626275,2.515498850477789e-10,1.7372960430326197e-10,4.403736172065502e-07,3.7670157429002135e-10,5.042222805658269e-11,9.926211779550076e-13,6.720512472234053e-06,3.3709192030185634e-13,4.1914729026574615e-15,1.2331922295274936e-07,1.2436090611417716e-16,0.6812745582028005,0.0007858319444791578,6.647754349398649e-10,-3.0432453850533857e-15,9.157256864310681e-07,5.734522359970971e-06,1.1803697112025266e-13,6.756072970693494e-11,1.1216277800236265e-13,2.4251889587593567e-14,8.955654492942883e-16,2.618137190888551e-13
0,1.149497735,755,297.15,455.8648257,101724.686,0.396193594,0.2,,,1.0496687208626172e-11,1.0931583218629485e-07,-9.770585824194433e-15,-9.378399509106698e-15,4.335189860308861e-15,2.5785211527347594e-05,0.036950044794698426,2.460592746216958e-09,0.280987410313355,6.52806774802071e-10,1.8333132500859597e-10,2.8244826146147026e-07,2.695659573262103e-10,1.3935968355574192e-11,1.0107429220112459e-12,5.095771531921357e-06,5.212944189931041e-14,1.8946280473863623e-14,1.2461690913791978e-07,8.297125580251482e-14,0.6814773571326466,0.0004680858886927473,4.3646850638310565e-10,1.0223069569203583e-14,5.706090694034761e-06,7.999380797428324e-05,2.2573320682861044e-13,5.358934315174314e-10,5.281658500746233e-13,8.620616260985972e-13,4.504700212766826e-15,4.2004757837440925e-11
0,1.150136826,779,297.2532446,472.9348863,102071.3232,0.261893075,0.2,,,8.63506261285658e-13,9.637660442910376e-08,-4.434646495136431e-15,3.780352014414168e-15,1.2515396396265965e-17,1.1802656476702166e-05,0.03623557718471188,1.1627089553023575e-09,0.2819955617834588,2.670970389318976e-10,1.6521834717143733e-10,3.9921729087178554e-07,3.4977170163699617e-10,4.163045047350691e-11,9.413518221433197e-13,6.232510138841264e-06,2.394706375732245e-13,9.440612603731178e-16,1.237539743824303e-07,2.758067248738684e-15,0.6810263400605694,0.0007140831010615834,5.842849120987878e-10,-2.372766393411467e-15,1.0408313281537415e-06,8.739871631592255e-06,1.301062770222229e-13,7.918525419394861e-11,1.3563092080901173e-13,3.321458348694383e-14,-1.915063327404664e-16,5.129907604784966e-13
0,1.152092602,777,297.8613145,578.7259567,102071.3232,0.240504456,0.2,,,8.034870267768102e-12,8.975503661954104e-08,1.683722445597041e-14,1.154656523011239e-14,1.455322173903382e-14,1.9790406221987968e-05,0.03806467964619658,4.104737176330989e-09,0.2828516560563516,2.4744909677386965e-10,1.4075974781391228e-10,3.891259750253741e-07,2.317515216859243e-10,5.786079517693807e-11,1.0050282026438197e-12,3.3812904006228683e-06,5.318571021251465e-13,2.4185716094885746e-14,1.2295324425915178e-07,1.5059328120001436e-13,0.6783505922162067,0.0007011773531863954,4.3057577289210565e-10,2.3804345475040978e-14,9.455738352059181e-07,7.170246205164418e-06,7.806216862301076e-13,1.5049136517272653e-10,2.5070059263088036e-12,3.571197031666664e-14,1.6059978178938093e-14,3.6149677395045743e-13
0,1.195500739,709,297.1528286,468.3768441,102071.3232,0.252062352,0.2,,,2.044399637170092e-08,2.138610336394977e-08,-7.949097126893611e-16,-7.851099030506537e-16,-1.561839152651286e-17,3.535617314470414e-05,0.04327461973467612,2.4488780146790803e-09,0.27919214546390225,2.1585595274569485e-10,5.656099539251578e-11,1.2600095390527332e-08,1.5484261638403197e-11,2.884222792187823e-13,2.1925926921168088e-13,2.8323986661589754e-07,3.7605878428324835e-13,1.548930000414902e-14,1.32296984231921e-07,7.743893233432311e-09,0.6761068832938746,2.5507184986544977e-05,3.4350034314380535e-10,7.21814838251094e-16,9.548745070140966e-06,0.0013553513047931723,3.8669711821934916e-13,8.080164969093582e-08,9.076021832423953e-10,5.361703284884672e-10,3.60832709985604e-14,2.5061590265794748e-08
0,1.196965982,723,297.2405,469.7920556,102071.3232,0.252574162,0.2,,,2.358252869744589e-08,2.1041233728718993e-08,2.2787806436032155e-15,4.857419388031005e-15,-9.921952207484043e-17,3.4730822234806765e-05,0.04350882571798102,2.536989598980298e-09,0.27905553187549387,2.1123666880459067e-10,5.527000284431541e-11,1.1277916434255663e-08,1.3744083396274229e-11,2.695248554784733e-13,2.134675818143653e-13,2.503769558188836e-07,4.317023241346542e-13,1.5998542573236763e-14,1.3259033599880118e-07,1.039294987802406e-08,0.6758973468779276,2.284977423086748e-05,3.568516339541184e-10,1.0306844567278332e-15,9.29687535831158e-06,0.0014708417112276957,3.8864292460545865e-13,9.218980969296275e-08,1.093815164920122e-09,6.660150314067303e-10,4.478002990175471e-14,2.995852130135743e-08
0,1.199638473,688,297.22,457.3870462,101724.686,0.368466303,0.2,,,4.7138226560425374e-08,7.578756178590718e-08,1.4699958041797089e-15,2.4511092679694238e-15,3.6284790047296235e-16,3.430389999845037e-05,0.04383434140884505,4.2665306774095126e-09,0.27790926289035195,7.871456034855205e-10,6.545546821858714e-11,1.0083063904747814e-08,1.1516288760042028e-11,2.990065979062689e-13,3.436661656725339e-13,2.2042472976454063e-07,3.002295414132973e-12,3.03531979827781e-14,1.342814828753355e-07,2.7286196882366417e-08,0.6756693454158705,1.9195266347584635e-05,6.317882560484198e-10,4.948144061538337e-15,1.2254233906630945e-05,0.002520471688359191,3.5966429296560514e-13,2.01373442139846e-07,2.4520782842879147e-09,2.8515656885364395e-09,1.1511082763094172e-13,9.775137713951088e-08
0,1.199645936,736,297.6809917,573.1913223,102071.3232,0.231748139,0.2,,,2.7252808021111374e-08,2.439007904673826e-08,4.567773757695004e-17,6.588047574374211e-16,1.0785380470490697e-15,3.785246112402164e-05,0.04574393402178003,6.449394667968013e-09,0.2797459504057076,1.5667842556478097e-10,5.706191136809422e-11,8.775681050741234e-09,6.736762642421593e-12,6.292122330333549e-13,1.3851030601405633e-13,9.777247691566206e-08,6.657589265414992e-13,1.908637755116491e-14,1.3180543005269911e-07,4.207880004022146e-08,0.6729784141673674,1.8161115702127046e-05,1.8867702630764402e-10,9.392651934493101e-16,8.238567561951712e-06,0.0014668178056027143,1.4959877769132598e-12,2.5181663154267627e-07,5.67078515170303e-09,1.3661997832582102e-09,5.109804420181232e-13,3.3664251634401664e-08
0,1.240922069,688,297.3282392,466.8547619,102071.3232,0.238367546,0.2,,,3.163928595957419e-08,3.231925482856088e-08,4.102148379260178e-15,6.4865443101601134e-15,-2.7282571039483383e-16,1.8698306890437307e-05,0.04814021443498657,1.4979494401617307e-09,0.27624170744715676,3.166115109213473e-10,3.093905811887473e-11,1.8760035102293576e-09,2.5710456524240366e-12,9.920776124368232e-14,4.2281338536553574e-14,4.827976007144039e-08,3.948909726422268e-12,2.3672521918944317e-14,1.4174706392818285e-07,8.43613353595921e-08,0.6704321008718689,4.672924471264758e-06,1.7420963141117058e-10,1.4090516665131985e-15,4.1384127135798575e-06,0.00515737615859,2.276732880472598e-13,3.917019548340232e-07,5.138780979994699e-09,1.1140841271587793e-08,5.087321779843655e-13,3.412118991805825e-07
0,1.248079701,690,297.42,458.7746944,101724.686,0.351396152,0.2,,,3.326000976257496e-08,1.0714220134948751e-06,-4.2394989574422295e-15,-4.469474393346929e-15,2.428319953734445e-16,1.8043421880235055e-05,0.048364462612486496,5.505114503396144e-09,0.27471640088827187,1.0377230560946562e-08,6.923156086034944e-11,2.7725562450795838e-09,3.127344567878914e-12,1.7134758392921717e-13,1.7061865683223384e-13,6.134295781785085e-08,2.0849409674673868e-10,5.377660291039319e-14,1.4542880286800667e-07,7.464554430392662e-08,0.6694301246246255,5.926129845968021e-06,3.463511562883157e-10,3.766575484069255e-15,6.33766470474523e-06,0.0074558531278938805,2.6404275464358913e-13,6.889981431457479e-07,7.163766506461629e-09,2.8310149600840238e-08,9.724281676225858e-13,7.216751707521072e-07
0,1.249713149,730,298.032648,546.0097588,102071.3232,0.219125106,0.2,,,1.7055765332711096e-08,3.222865297029324e-08,-4.596016914625784e-15,-4.781520688652867e-15,-1.2495114846391061e-17,1.7364926314463873e-05,0.050695484990953665,1.8378267398261893e-09,0.27623995418520686,2.1698498155106331e-10,2.7910610669323862e-11,1.2775419305570578e-09,1.3265568192723895e-12,1.4289757745107196e-13,1.338471216940405e-14,2.0973662610769254e-08,5.011689930618005e-12,2.817510416213042e-14,1.4244977595586767e-07,1.2722846961216195e-07,0.6672073042286853,3.560529005103819e-06,5.361234589216337e-11,2.022055356202911e-16,3.2688765515678275e-06,0.005831493679816031,5.736275413119716e-13,7.572393314997685e-07,1.353890376000356e-08,2.0291077153983116e-08,4.2935341500922445e-12,4.341525710495426e-07
0,1.266902139,697,297.2988468,466.9600769,102071.3232,0.233554092,0.2,,,1.7283870783456616e-08,1.2704349314450824e-07,-1.1859629273540975e-15,-1.243688050091838e-15,4.370201065844556e-16,1.3599299925825356e-05,0.05028603027123594,1.0393704284601249e-09,0.27457821039309505,1.1938882436719043e-09,2.6666852618345602e-11,9.772104004246376e-10,1.5128518279713798e-12,7.302967558237402e-14,1.5630235293154528e-14,2.8975564368974587e-08,2.745545045732603e-11,3.010961128810285e-14,1.4776390423966109e-07,7.649558289515045e-08,0.6670807498422613,2.9411860487296716e-06,8.692899836041518e-11,6.463221428172575e-16,2.731580660990909e-06,0.008034018927557717,1.897268620585299e-13,5.894963998173611e-07,5.980256656303475e-09,2.460865983914682e-08,1.0567100961210538e-12,6.974970857068612e-07
0,1.270049456,690,297.3016611,466.1780731,102071.3232,0.233071336,0.2,,,1.6050495288879866e-08,1.5020093964238505e-07,-2.756498855024538e-15,-2.975427685888984e-15,-9.304175948455048e-16,1.3136084568180472e-05,0.05048925681285249,1.0281947242924136e-09,0.27438802731224843,1.4093471629222391e-09,2.6999160918529435e-11,9.177323358646959e-10,1.439004818849624e-12,6.985732561569193e-14,1.4247601877593692e-14,2.771498925504643e-08,3.4485046054758676e-11,3.009598028275102e-14,1.4850912082006231e-07,7.406846761521099e-08,0.6667051451640709,2.8121771199789804e-06,8.194924462327615e-11,-1.540781962641707e-16,2.613205991297971e-06,0.008397202853908273,1.8311834074204975e-13,6.087965978738701e-07,5.931262924745004e-09,2.6380070950430902e-08,1.1060211544137592e-12,7.452357526101441e-07
0,1.278884841,685,297.4,455.640429,102071.3232,0.232921084,0.2,,,1.3578852590534175e-08,2.4410830692864074e-07,9.82413796538976e-16,8.359149122872923e-16,5.617534264292669e-16,1.1891912808484825e-05,0.05084541065375746,1.0886666410781502e-09,0.27379089044539734,2.3716159617196187e-09,2.9814499073100986e-11,7.948087205546672e-10,1.3115507602484691e-12,6.180597157549246e-14,1.4992443468459037e-14,2.6294354322293122e-08,6.570663545634347e-11,3.2583515678098804e-14,1.5078038944183109e-07,6.456868094098447e-08,0.6658645142902513,2.5081163047298163e-06,7.876340757520279e-11,7.380595375062542e-16,2.331938816108774e-06,0.009480397188646511,1.5437930057756131e-13,6.27941525198624e-07,5.177095377554379e-09,3.0919075090224277e-08,1.006192088444073e-12,8.87653778020717e-07
0,1.299162934,692,297.26,452.5438291,101724.686,0.295574485,0.2,,,9.49490599808486e-09,4.0598270358291635e-06,1.4572855518554388e-15,1.96090342735367e-15,6.380828744244704e-16,1.0137123441978701e-05,0.051559186456979315,6.822095672140012e-09,0.2718668524301255,3.70247233829403e-08,2.308439789305825e-10,1.280587859411248e-09,1.3244434361836973e-12,1.051132204576688e-13,2.4273024904413793e-13,2.7052928421926878e-08,1.9423237987068792e-09,7.12534383845633e-14,1.578438362775861e-07,4.492574657837926e-08,0.6630866360164356,2.6961089756805825e-06,3.5808455046712013e-10,2.070076885125222e-15,3.074435005294495e-06,0.01346423296410279,1.8494982361053987e-13,1.052722284704779e-06,5.7270391156081775e-09,6.811686624989256e-08,2.070741310044782e-12,1.7110916261243516e-06
0,1.299417509,702,297.8965347,547.8965072,102071.3232,0.203682633,0.2,,,4.004449038077139e-09,2.9815611737244697e-07,3.377047178144228e-15,4.600071417684192e-15,1.1349290443305012e-16,9.998936442950986e-06,0.05444690193866834,9.17562926090078e-10,0.27329260078029544,1.8125107712804875e-09,2.9678271600505244e-11,4.339217163149925e-10,5.445162608302667e-13,7.050625713375887e-14,3.9123092583503735e-15,9.097596836690357e-09,1.0598349736239514e-10,5.221804609259228e-14,1.5400734193687924e-07,7.065739473733688e-08,0.6606681331774577,1.6772783464114569e-06,1.8159463759694842e-11,2.395904236246377e-16,1.4813562948653907e-06,0.011576262502709572,3.8741485462584605e-13,1.1899087560301982e-06,1.2621783186835251e-08,5.471697789210511e-08,1.1579797135646464e-11,1.147528904352776e-06
