,phi,grid,T_in,T,P,vel,blend,H2,H,O,O2,OH,H2O,HO2,H2O2,OHV,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,N2H2,H2NN,N2H3,N2H4,H2NO,HNO2,HONO2,HNOH,HONO,HON,NO3,N2O4,N2O3,CO,CO2,CH4,C2H6,HE,AR,N2,fuel.NH3,fuel.H2,oxidizer.O2,oxidizer.N2
0,0.952058541,1103,297.607429,473.207429,102071.3232,0.240061319,0.2,0.0007683622969579196,4.938710141261e-08,2.0649865933566945e-14,0.0017976297673562107,1.4556389808534055e-08,0.2894634655393399,3.5013476270967992e-09,2.1045569463664454e-07,-3.212303084118956e-16,-2.3979566639897437e-16,-5.190234467961792e-16,1.9963298228926703e-12,1.1573729143275784e-09,2.502215774817411e-16,0.00635797638280802,1.0955247793456287e-05,1.3108219630086973e-06,7.097629279482816e-06,8.469511016636678e-15,3.1858741762706552e-15,-1.969824086479246e-16,2.0320753093913147e-15,2.8411717558327437e-08,7.427769145271556e-09,1.0093738531477705e-15,3.5480973212481583e-10,9.181841659922129e-05,2.426482053946318e-13,-1.7213852433754202e-16,1.2450125580063854e-13,1.5454938473473776e-15,6.930731555241881e-16,8.51880865194628e-16,5.76715172899786e-16,8.065707322458086e-16,3.4852857991270773e-16,7.638289897655956e-16,0.7015010686432969,0.8,0.2,0.21,0.79
0,1.000031381,1090,296.399322,475.3188136,102071.3232,0.254376387,0.2,0.00747220519424168,1.0578814159378881e-06,9.649254258157677e-15,2.6430436704971257e-05,4.972482970743241e-09,0.289870009245717,1.0958868631334604e-09,6.722165270377188e-09,6.418192425165096e-16,6.890453756332601e-16,8.171786865279597e-15,8.689537588125553e-11,6.532310397247344e-08,1.7458428252974658e-14,0.005320791466898119,1.4944295400817637e-07,4.8114497397627315e-06,2.1294883098880202e-05,1.562153883786747e-14,2.7066764731422897e-13,6.505367788583644e-16,7.903228129145154e-14,7.408900681901297e-08,2.121282560622215e-09,4.52861687196737e-16,2.406700871513767e-09,1.6796086093943843e-05,3.130807820733629e-12,6.666009359913681e-16,6.634352773308703e-16,9.155143713324424e-16,-9.561413499512403e-16,-2.0906959832127393e-16,-1.7518015313410577e-15,-6.034110680876839e-16,-2.2967519075371137e-15,-4.896420115290811e-16,0.6972662970920812,0.8,0.2,0.21,0.79
0,1.044810754,1038,297.2,477.8405844,101724.686,0.399093947,0.2,0.01733950745091592,3.765539725999426e-06,1.599857395614584e-14,3.760191370759398e-06,4.354100786838927e-09,0.2866045252534082,6.963604278599556e-10,1.999376832013147e-09,4.767125425717289e-16,7.202771859025738e-16,4.7064728023477155e-14,1.0261999867232359e-10,2.47388822889752e-07,3.430245066425195e-14,0.0039784952167529536,2.3435073062504134e-08,3.6972664062170163e-06,2.2000596630077123e-05,5.305738035548874e-14,2.3582127187074846e-13,4.706742816172811e-16,1.4216447388717945e-13,3.975674355125189e-08,8.447970919633574e-10,4.4713520310211954e-15,2.9179491749899042e-09,7.867181338182076e-06,6.5374494712849035e-12,4.209832770361125e-16,4.747757356377089e-16,3.5092814607956655e-15,3.684857502497685e-15,4.02704414020864e-15,3.5495917535225785e-15,3.860531768403826e-15,3.4905594593219774e-15,3.86409975153251e-15,0.6920360598005091,0.8,0.2,0.21,0.79
0,1.049323311,1036,298.1900998,585.9600943,102071.3232,0.24247845,0.2,0.01729027746111636,4.268397984268588e-06,9.934197244255272e-13,2.5462687999077945e-06,4.295246612813366e-09,0.28835874626796265,3.8497948102673324e-10,1.236512996927338e-09,-4.1626780456197306e-16,3.1734564814821497e-15,5.107950615463838e-13,1.8998084508387256e-10,1.4196291530434237e-07,1.2044527545323965e-13,0.003977114084859419,1.340066005955757e-08,2.9793766293910015e-06,1.3054400047703894e-05,2.862147299037797e-14,8.441634111621598e-14,-2.1131175114699235e-16,3.7722318774911284e-14,1.763507957825454e-08,7.913757289246347e-10,9.168243662766516e-15,1.58652125308669e-09,5.984207070791183e-06,3.968526192154417e-12,-1.6063860287898487e-16,-4.1483343800553564e-16,4.869484740975398e-15,9.015057123753354e-15,9.083670198221344e-15,9.040629108595937e-15,9.11104456442134e-15,9.306399807472535e-15,9.028084698178684e-15,0.6903448480464431,0.8,0.2,0.21,0.79
0,1.053619005,1030,297.24,480.1584582,101724.686,0.405951996,0.2,0.01906568060416363,4.426080190216399e-06,1.8956053223915204e-14,2.8650619883320594e-06,4.34902789079551e-09,0.2861091984967374,6.571813074563251e-10,1.6919904585485884e-09,2.5942579470406314e-15,4.2448790132205367e-16,6.240617314057346e-14,1.0095849612950679e-10,2.828136318072598e-07,4.1078224251765764e-14,0.0037153769003414406,1.7977908602270794e-08,3.4288136808427734e-06,2.1229524047447875e-05,6.302096267257012e-14,2.116612406300147e-13,2.3843226847131504e-15,1.482145146875095e-13,3.4830080970891426e-08,7.268139567349895e-10,1.5940281120785752e-14,2.8670599819720632e-09,6.969419038149929e-06,6.8554347670424845e-12,5.058105385026567e-16,2.5905580007685702e-15,1.2300767731768128e-14,1.0497052503130246e-14,1.345166509776876e-14,6.9290500551121074e-15,1.1969380574185077e-14,1.4128500759293677e-15,1.2404562410476743e-14,0.691070479077665,0.8,0.2,0.21,0.79
0,1.07438295,994,297.0366815,475.6795387,102071.3232,0.264841378,0.2,0.021463089307638093,2.697771217706226e-06,3.970743122678985e-15,1.2594303889418562e-06,1.8619797665405229e-09,0.2857290336354123,2.078754252531036e-10,9.025873467758044e-10,-2.6070335559875545e-16,1.0153203444215205e-16,2.8280096752828704e-14,7.868537725088519e-11,3.1458671910244495e-07,2.230830129364509e-14,0.0032463588639264954,8.404765296758203e-09,3.018253441615066e-06,1.7791469248014065e-05,5.3678845330058227e-14,1.9353675624479364e-13,-2.6354367411843154e-16,1.1722360373700446e-13,3.4151930168364194e-08,5.355824263348833e-10,-1.6746269560781012e-15,2.3295865642577145e-09,4.544931032383001e-06,4.187015942486415e-12,-1.4886521366650708e-16,-2.613133243016609e-16,-1.1651925700260453e-15,-1.731744688833586e-15,-1.6981159707602957e-15,-1.6916511572937612e-15,-1.6871573758338493e-15,-9.412785891823978e-16,-1.7354440183056383e-15,0.68953184327339,0.8,0.2,0.21,0.79
0,1.077042108,989,297.0077519,474.9684109,102071.3232,0.264314906,0.2,0.021956330521314623,2.780234362092041e-06,-1.2795024114664455e-16,1.1684583896033425e-06,1.8559060687928564e-09,0.2855734687510561,2.035519964759963e-10,8.647229170710162e-10,-4.803980165042783e-15,-3.899970728566178e-15,2.501047874201917e-14,7.633759322140004e-11,3.2922589873584223e-07,1.780695248301023e-14,0.0031714252165832763,7.848726799137906e-09,2.9517641049395858e-06,1.7644917198978913e-05,4.503858074544317e-14,1.874212800407709e-13,-4.705152588194666e-15,1.2935177040306604e-13,3.32033744310192e-08,5.127954485891141e-10,1.3966586161342037e-14,2.3219136684602574e-09,4.3940494061195905e-06,4.2046062201861994e-12,-4.202917619868993e-15,-4.781523912759564e-15,1.412402317395595e-14,4.7243744028622326e-15,1.0044039393556225e-14,-2.209111485143568e-15,7.122252192470874e-15,-1.7116139031574068e-14,8.392778243416917e-15,0.6892694599697309,0.8,0.2,0.21,0.79
0,1.09802846,1004,297.19,478.0343468,101724.686,0.406418289,0.2,0.027411897912702134,8.125672554427087e-06,5.880554196731689e-14,8.511952751265792e-07,4.234361020207914e-09,0.28356185808628265,5.163084908380111e-10,8.090285172301138e-10,1.1363001063486414e-14,1.2056531334795273e-14,1.4380011885708424e-13,6.324825831906608e-11,5.090011280917244e-07,6.825980003793326e-14,0.0024629962602748055,5.591385011087462e-09,2.199513436891138e-06,1.709998260657764e-05,1.8166534612778127e-13,1.1346940834487979e-13,1.1355883542236824e-14,1.6259587609340766e-13,1.9789226431118368e-08,3.382888853576459e-10,-3.1942665629401667e-16,2.4724482857258483e-09,3.799138169495804e-06,7.123752874825481e-12,9.51347155928883e-15,1.1431190340030581e-14,-1.2722991425765018e-16,6.531869229287517e-16,1.5562172896874074e-16,9.66580990404874e-16,6.036574523798681e-17,6.940282010916873e-15,5.855303422418361e-16,0.6865306294153579,0.8,0.2,0.21,0.79
0,1.101303302,1005,297.21,478.9139327,101724.686,0.409270326,0.2,0.028089997882077965,8.724630677434168e-06,6.600063448296098e-14,7.851982623907824e-07,4.3485527825836695e-09,0.2833559843005973,5.252479465897714e-10,7.707561711829125e-10,1.2446418837945706e-16,4.968254521766595e-15,1.4969060604493952e-13,6.167816102174636e-11,5.281880811613376e-07,6.148453745560923e-14,0.0023716752289418665,5.139063193311656e-09,2.102247008595686e-06,1.6667376354659197e-05,1.7195441086299282e-13,1.0269935374354365e-13,1.5732850456748582e-16,1.7008138432113202e-13,1.8647222039762866e-08,3.173020490669597e-10,9.365254232130295e-15,2.4243973348715726e-09,3.626773898627284e-06,7.1760925283364066e-12,6.739040666547407e-16,1.4094358180024194e-16,1.1355479760033938e-14,5.095679663367359e-15,7.159766956327703e-15,3.566174094356581e-15,6.018458318816403e-15,3.34058031547383e-15,6.33321866760541e-15,0.6861498759319241,0.8,0.2,0.21,0.79
0,1.144506611,936,297.21,447.7755,101724.686,0.381853677,0.2,0.035597876276247484,1.2299133784394999e-05,4.846090463533772e-14,2.528118988538157e-07,4.205780511759804e-09,0.28066156144829546,4.310023168579178e-10,3.9861515482688355e-10,-1.6874308390587238e-16,1.4431878354461342e-14,2.5034002328525867e-13,1.367289296416812e-11,9.13869777073399e-07,4.369388498616566e-14,0.0013353666516521703,1.7958086339128955e-09,1.1454624295049503e-06,1.3349504138011256e-05,-3.43620449942204e-12,3.6160895265804534e-14,-1.7238918393065176e-16,-7.971024071912352e-13,1.2963817876857003e-08,1.3271362209452473e-10,-8.063446851956814e-16,2.0033997746569904e-09,1.7946492198060057e-06,4.714387209775204e-12,-4.262998426608527e-17,-1.54942362842788e-16,-6.26672472932827e-16,-8.421945563255437e-16,-8.219898724143509e-16,-8.378844015345545e-16,-8.172003473728896e-16,-8.080499630190535e-16,-8.39225974573605e-16,0.6823754182468792,0.8,0.2,0.21,0.79
0,1.152092602,958,297.8613145,578.7259567,102071.3232,0.240504456,0.2,0.03783082983536925,1.7963268199841155e-05,7.515796198128977e-12,1.6808741251581972e-07,5.120678417269735e-09,0.28192487605034455,2.555277502556721e-10,2.6077314775861164e-10,2.8488776094969553e-16,2.65212568105331e-13,2.8939167202667356e-12,1.631264882317111e-10,7.398653623222779e-07,4.2000273521973986e-13,0.0012975516593005517,1.0350759860311376e-09,9.470170177542365e-07,6.0578577689334025e-06,1.0789865201855727e-13,2.121175547513173e-14,2.577291414714507e-16,4.9899762266488175e-14,4.184634819042501e-09,1.1880633055672524e-10,1.6116069063525053e-15,8.933420053610635e-10,1.5079116216621404e-06,4.986557826103742e-12,1.478640594287471e-16,2.8446565417421065e-16,1.7152895905794473e-15,1.529343529230226e-15,1.5659053701805587e-15,1.5246132107598558e-15,1.5893606002924112e-15,1.4822562297654056e-15,1.5308883302103192e-15,0.6789193463993638,0.8,0.2,0.21,0.79
0,1.240922069,835,297.3282392,466.8547619,102071.3232,0.238367546,0.2,0.051783660677636206,3.7634505629617087e-05,3.302945612459862e-08,1.3968532452135282e-08,4.869067291131459e-09,0.27535871572076376,1.4977744064648073e-10,5.587194541627991e-11,-7.685849693203154e-17,2.794198941123239e-08,4.395880212072269e-11,3.1475496272286124e-12,0.0008882862506882347,2.0176909870415404e-13,1.9318623075868844e-05,2.3280644970737718e-09,4.962555883848657e-06,2.1922537161278233e-07,8.902969663973186e-10,3.236551560357722e-13,1.3831540882950666e-14,1.02438600140519e-08,1.641475283270154e-10,1.3454975826715126e-12,-3.026439319973054e-16,3.5442129607061903e-11,1.8056284140823477e-08,9.74727492550386e-14,2.0084353136447343e-14,-7.480065344226584e-17,-2.727818930444035e-16,-3.5910926402378326e-16,-3.308098709830521e-16,-3.750065681755182e-16,-3.246825416481013e-16,-4.0742466405104517e-16,-3.628929221262768e-16,0.6719070906590551,0.8,0.2,0.21,0.79
