,phi,grid,T_in,T,P,vel,blend,fuel,oxidizer,strain_t1,strain_t2,AR,N2,HE,H2,H,O2,O,H2O,OH,H2O2,HO2,NO,N2O,NO2,HNO,HNO2,HONO,HONO2,N2H2,H2NN,NH2OH,HNOH,NH3,N2H4,N,NO3,NH,NNH,NH2,H2NO,N2H3
0,0.952058541,1105,297.607429,473.207429,102071.3232,0.240061319,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",24.35778926554576,24.0061319,-1.0588499437519532e-14,0.7022999460960901,-2.917262171155325e-14,0.0005843880890886685,1.5723305603935295e-07,0.002148069103830999,1.0926993668849365e-10,0.29013008354103975,5.160546709679658e-07,6.408905221381569e-07,1.503821861705467e-08,0.004702153290951609,8.68488966045665e-07,1.560088971859884e-05,7.619185736215524e-06,5.321555021503567e-07,0.00010754010247040978,1.8612519394130267e-06,-1.0302014768414326e-14,-1.7043045143658087e-14,3.5306460480351894e-12,8.349848442544914e-11,7.525412062339455e-10,-1.7269648493068758e-14,-3.769532786699112e-14,1.1938300765494466e-12,-4.3762436763849166e-14,-4.292482917914424e-14,2.1015514159024157e-12,7.636308173791643e-09,-3.704131357322723e-14
0,1.000031381,1142,296.399322,475.3188136,102071.3232,0.254376387,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",26.17565641766373,25.437638699999997,3.7315070231687145e-14,0.6979828688132094,3.2804408502688206e-14,0.006961899888569167,2.875597624474948e-06,2.757724656181026e-05,3.916820877763098e-12,0.29092069573915147,6.465564857497658e-08,1.0286870029688339e-08,3.887290823018883e-09,0.004077234874567473,1.081428687778102e-06,1.6972177203068822e-07,1.6154944851199333e-05,6.260498103893618e-09,9.327527002723003e-06,1.0348764921781034e-09,1.0136370605708799e-14,8.158924187840965e-15,2.916153903284312e-12,2.3005168732700786e-10,1.661538677577372e-08,6.501613631046759e-15,1.0903793556733895e-15,1.205654080969091e-15,2.943384875290494e-15,4.261130100560895e-14,6.469863677973072e-11,1.117570432540225e-08,1.2839399748397572e-15
0,1.044810754,1084,297.2,477.8405844,101724.686,0.399093947,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",43.77573896497347,39.9093947,5.290428327270726e-14,0.6925854976882343,1.7509968853397115e-15,0.01699104931384025,8.772798625556894e-06,3.3497102199074414e-06,4.638366470948491e-12,0.2873749488802765,2.2001558510163562e-08,2.29019969740405e-09,1.8142494456116102e-09,0.0030179769984177308,8.499945053977167e-07,2.1223414204772657e-08,1.4694308563375545e-05,6.639436366476322e-10,2.7344167272412856e-06,4.8503553926495364e-11,1.383388104755552e-14,9.547970316093471e-15,2.8121321009410695e-12,2.1695604238108146e-10,7.033836317890438e-08,1.8913229584141388e-14,3.2739307676775266e-15,3.244849510516867e-15,1.3807207118448116e-14,1.3049150285737412e-13,1.7222187188800333e-10,7.113476881677619e-09,4.326430684962978e-15
0,1.049323311,1078,298.1900998,585.9600943,102071.3232,0.24247845,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",24.001505336289256,24.247845,4.4250912978624727e-16,0.6909160940968012,4.811504330107843e-16,0.01685772180075784,1.0319292694115593e-05,2.2313513768323485e-06,1.5224884604052008e-11,0.2891606772999529,1.4873883617901701e-08,1.5407762179737548e-09,1.0000721810727133e-09,0.0030419977035314777,8.115623710897189e-07,1.086079579605728e-08,7.822449946622352e-06,6.041086545863133e-10,2.2114491347812675e-06,1.956338594873786e-11,1.1679980235332563e-14,1.9787822975724736e-15,2.0750061752991404e-12,1.3757851269287678e-10,8.066635277436883e-08,3.983906072125439e-15,1.239889653549419e-15,-4.745581241919213e-16,1.49481428449251e-13,4.734087206527069e-13,1.168681320552053e-10,3.1554921941285935e-09,-4.818366416566909e-16
0,1.053619005,1038,297.24,480.1584582,101724.686,0.405951996,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",44.56072884355035,40.5951996,-5.350395127548141e-15,0.6915797762551177,-5.0287481089578176e-15,0.01875802505600887,1.021249767515198e-05,2.48497930666082e-06,5.166946427558889e-12,0.28684574321425227,1.899222940078838e-08,1.8660710775515576e-09,1.6570312161244765e-09,0.0027867431124670703,7.932083423917584e-07,1.5632064175812658e-08,1.3805778124564827e-05,4.789243849701177e-10,2.2858718885778667e-06,3.32688601103317e-11,1.1645781764716876e-14,6.878940880074634e-15,2.8469373581744852e-12,2.0586618276694484e-10,8.453987721868368e-08,1.8866443839303517e-14,2.5350218285706273e-16,-1.4722390194297267e-17,1.3355457240070748e-14,1.5004687311778257e-13,1.9674718117321678e-10,6.416532809982433e-09,-9.716044957389404e-17
0,1.07438295,981,297.0366815,475.6795387,102071.3232,0.264841378,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",27.230392739646504,26.484137800000003,-1.9368590301270648e-14,0.6899929920570167,-1.7496994575662394e-14,0.021164639282398045,6.280210705200087e-06,1.051191229874698e-06,1.080094545506054e-12,0.28642784603504073,6.113702517003396e-09,1.0324670554941538e-09,5.224753890199258e-10,0.00239322485588128,6.554352619828138e-07,6.931845668953254e-09,1.1686772687494683e-05,3.3202353733510697e-10,1.459044351334377e-06,1.0084586280554834e-11,1.187252728697481e-14,8.782516513706142e-15,2.619563185265034e-12,1.7145613424175633e-10,1.440978513187927e-07,1.6351849360898424e-14,3.2683754204024095e-15,3.1653358982975615e-15,8.95555956076839e-15,8.781653139356664e-14,1.252576491642295e-10,5.774457764672406e-09,2.7814286201285774e-15
0,1.077042108,978,297.0077519,474.9684109,102071.3232,0.264314906,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",27.160769518045072,26.4314906,-4.6665425872698e-16,0.6897145945585277,-3.358642433742762e-16,0.02167105438100194,6.483814201065719e-06,9.677607820695398e-07,1.0871212008878025e-12,0.28626952112275506,5.903890554455724e-09,9.795631716960023e-10,5.108527838117725e-10,0.0023236722919589233,6.388273979630234e-07,6.4062093228178625e-09,1.150575389406053e-05,3.045229708436486e-10,1.3893407952428306e-06,9.272854500671665e-12,9.288245938957677e-15,6.163207697713934e-15,2.6530218791782377e-12,1.6869743629053785e-10,1.5210560600969956e-07,1.3937371589797357e-14,3.810341549300572e-16,2.6515836370483717e-16,6.4999857023945385e-15,8.690912581642885e-14,1.2949729579006408e-10,5.626711125213483e-09,1.0335205404687599e-16
0,1.09802846,933,297.19,478.0343468,101724.686,0.406418289,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",44.556839113727165,40.6418289,-1.5413070839186e-16,0.6869903737291159,4.3248322842733216e-16,0.027113092375810156,1.889705804960473e-05,6.377382809380627e-07,8.759256982147672e-12,0.28424912193965596,1.0511855588179366e-08,7.532747579837577e-10,1.185151280796846e-09,0.001616913363291926,4.823845902515322e-07,3.779321840171414e-09,9.340722872304916e-06,9.809354050758298e-11,9.313453281865573e-07,7.304556341048104e-12,1.8000983585858285e-14,1.178321496979311e-14,3.3205679851850748e-12,1.4067910745467555e-10,1.8862177251001384e-07,5.187985613294093e-14,7.759565068582229e-15,4.657375833694926e-15,5.5003444811506e-14,2.69675105272546e-13,3.642317123090839e-10,3.8688125244911135e-09,8.514145198603957e-15
0,1.101303302,928,297.21,478.9139327,101724.686,0.409270326,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",44.86405257635943,40.927032600000004,-5.5719126002119004e-15,0.6866252722196836,-5.37282515403639e-15,0.027767616973532847,2.035926119265992e-05,5.782797928117312e-07,9.979979597697745e-12,0.2840498773058368,1.0330047440946103e-08,7.052968718190413e-10,1.1917541324310852e-09,0.0015258801560396884,4.574842903191702e-07,3.3527195492494302e-09,8.877588250113908e-06,8.481323769944546e-11,8.612931943554592e-07,6.583138305504369e-12,1.1313566743954362e-14,4.568936765964531e-15,3.3837973298066644e-12,1.341957637303953e-10,1.9958099806099808e-07,4.686832112755016e-14,3.24420565630366e-15,-1.3509281266451968e-15,5.518908256419237e-14,2.802610984871014e-13,3.901126811077387e-10,3.647916312223302e-09,-3.487645725405826e-15
0,1.144506611,912,297.21,447.7755,101724.686,0.381853677,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",41.617343693726525,38.1853677,-4.339757865767206e-15,0.6830356938419374,-3.893192361673188e-15,0.03500476936041093,3.807638320989121e-05,9.949830296261801e-08,1.0142515752038097e-10,0.28149472586124535,5.805632155172304e-09,2.5435008486344067e-10,7.935311848400873e-10,0.00035900587180169705,4.948277487931037e-06,3.2636369666168065e-10,3.113673285696625e-06,6.066966101541188e-12,1.5470920206118678e-07,8.316335852967348e-13,5.5926995080195126e-14,2.1338956586507937e-14,5.001037593363583e-10,4.218440540510677e-11,5.940199028337035e-05,1.3785277431733567e-10,1.2277635671413838e-12,-5.419541297819765e-16,7.017173226970383e-13,2.9554489698516696e-13,1.308765082789573e-09,1.2534325411375144e-09,-2.7420854088774584e-16
0,1.152092602,902,297.8613145,578.7259567,102071.3232,0.240504456,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",23.747096543015232,24.0504456,-6.085916589957428e-15,0.6795526567819338,-5.814914722749966e-15,0.03724249374229624,5.412059607860561e-05,8.688401900163954e-08,1.4526291538759084e-10,0.28274454048389,1.2443107873858077e-08,1.968433499599061e-10,4.4109664412873764e-10,0.00038873185963539923,1.4422754468542872e-06,2.0389010942010178e-10,1.339274837049917e-06,9.519835447046146e-12,1.6606617696868726e-07,9.289700852813415e-13,3.477430240760583e-14,4.214111069143816e-15,1.0888386810967595e-10,2.539168027505235e-11,1.4406411974895185e-05,7.476004277849005e-12,3.819669226376042e-12,4.922703804224483e-17,6.12980401587871e-12,2.264913841106949e-12,1.5487817382672456e-09,4.802867648349308e-10,-1.8956315310591442e-18
0,1.240922069,898,297.3282392,466.8547619,102071.3232,0.238367546,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",23.448352397835606,23.836754600000003,3.0931134925228462e-15,0.671486569375124,3.348368320685676e-15,0.04738642601395703,1.9730018592480602e-05,1.6112519341191673e-08,7.390278447572768e-08,0.2761025839390464,2.2650474651408274e-09,4.9643866532655386e-11,1.6531036552474512e-10,7.022843081210593e-07,4.576117254674181e-06,4.194473829127832e-11,6.469394163854927e-09,2.8290109173595612e-14,4.311093040764769e-10,1.3342782806468064e-14,9.88402203951543e-09,3.4335180795754596e-10,9.676890606754741e-09,4.260638023762784e-12,0.004995281366082913,6.257806915628577e-07,2.9586065931133457e-06,1.0353402570097172e-15,2.7475917530768296e-08,2.9280272108842675e-13,3.99664722929913e-07,1.0766217093935051e-11,3.219914128072413e-13
0,1.270049456,865,297.3016611,466.1780731,102071.3232,0.233071336,0.2,"NH3:0.8, H2:0.2","O2: 0.21, N2: 0.79",22.711491404188564,23.3071336,4.912415548743758e-15,0.6678908746970986,3.383068744346757e-15,0.05031284433094559,1.527997016064457e-05,1.3638795236609649e-08,4.5839056666758954e-08,0.27430935591284844,1.1685105575169762e-09,3.699388821803817e-11,1.3563171618094034e-10,4.659149149219961e-07,3.596682577565899e-06,2.1973455097244125e-11,4.774963557279536e-09,2.1307683147261862e-14,2.4785852935317374e-10,4.477972164513286e-15,1.7715778423727193e-08,7.247256785976275e-10,1.0192414924751725e-08,4.756326028677627e-12,0.007462935021127729,1.0639342546347034e-06,2.914869330243409e-06,1.9440703966025736e-17,3.519800786005992e-08,2.717494693791046e-13,5.389545138979518e-07,1.191650165161937e-11,5.386070671400864e-13
