,base_case
C3H8 + O <=> NC3H7 + OH,-0.008159040542587977
C3H8 + OH <=> H2O + NC3H7,-0.00798952197416265
C3H8 + HO2 <=> H2O2 + NC3H7,-0.007914732089889666
C3H8 + CH3 <=> CH4 + NC3H7,-0.007852988474608696
C2H3 + C3H8 <=> C2H4 + NC3H7,-0.00779271076334117
C2H5 + C3H8 <=> C2H6 + NC3H7,-0.007739581899963799
C3H5-A + C3H8 <=> C3H6 + NC3H7,-0.007691290815952404
C3H8 + CH3O <=> CH3OH + NC3H7,-0.0076473247626702165
C3H8 + CH3O2 <=> CH3O2H + NC3H7,-0.007607246109238712
C2H5O2 + C3H8 <=> C2H5O2H + NC3H7,-0.007570726591945893
H + IC3H7 <=> C2H5 + CH3,-0.007537320148011796
IC3H7 + OH <=> C3H6 + H2O,-0.007510014823246445
IC3H7 + O <=> CH3COCH3 + H,-0.007481677794957667
IC3H7 + O <=> CH3 + CH3CHO,-0.007457591172897567
HO2 + NC3H7 => C2H5 + CH2O + OH,-0.007435732211090201
CH3O2 + NC3H7 => C2H5 + CH2O + CH3O,-0.00741456966437605
HO2 + IC3H7 => CH3 + CH3CHO + OH,-0.0073937632568977524
CH3O2 + IC3H7 => CH3 + CH3CHO + CH3O,-0.007376570955110256
C2H3 + CH3 (+M) <=> C3H6 (+M),-0.010061155149417758
C2H4 + CH2(S) <=> C3H6,-0.00957326003520781
C2H4 + CH2(S) <=> C3H6,-0.009410100890935054
C2H4 + CH2(S) <=> C3H5-A + H,-0.009214136043840906
C2H4 + CH2(S) <=> C3H5-A + H,-0.00906032816921424
C2H4 + CH2(S) <=> C2H3 + CH3,-0.008885339603227143
C2H4 + CH2(S) <=> C2H3 + CH3,-0.008744322325804866
C2H3 + CH3 <=> C3H5-A + H,-0.008916596615345366
C2H3 + CH3 <=> C3H5-A + H,-0.008784623243088836
C3H6 <=> C2H3 + CH3,-0.009021630624419148
C3H6 <=> C2H3 + CH3,-0.008822820456560083
C3H6 <=> C3H5-A + H,-0.009270497463121662
C3H6 <=> C3H5-A + H,-0.00894760791675881
C3H5-T + H <=> C3H6,-0.00878312668462546
C3H5-T + H <=> C3H6,-0.008641384837738733
C3H5-T + H <=> C3H5-A + H,-0.0085112362147337
C3H5-T + H <=> C3H5-A + H,-0.008393321643243438
C3H5-T + H <=> C2H3 + CH3,-0.008285804338139389
C3H5-T + H <=> C2H3 + CH3,-0.008189077879565661
C3H6 <=> C3H5-S + H,-0.00810140621242288
C3H6 + H <=> C3H5-A + H2,-0.008202434085294063
