,base_case
H + HCN (+M) <=> H2CN (+M),0.003564165669349379
H2CN + N <=> CH2 + N2,0.0035763513326437443
C + N2 <=> CN + N,0.0035943323348525793
CH + N2 <=> HCN + N,0.004010796427023649
CH + N2 (+M) <=> HCNN (+M),0.0035703488499111797
CH2 + N2 <=> HCN + NH,0.0035620722481425966
CH2(S) + N2 <=> HCN + NH,0.003562482592570768
C + NO <=> CN + O,0.0006690954608042496
C + NO <=> CO + N,0.0004395549826005828
CH + NO <=> HCN + O,-0.011366053482269553
CH + NO <=> H + NCO,-0.0007142793753155145
CH + NO <=> HCO + N,0.0008774455768327428
CH2 + NO <=> H + HNCO,-0.024035044882077788
CH2 + NO <=> HCN + OH,-0.006075827552163633
CH2 + NO <=> H + HCNO,0.003992812705778348
CH2(S) + NO <=> H + HNCO,0.0020553935601327657
CH2(S) + NO <=> HCN + OH,0.0030223001309684742
CH2(S) + NO <=> H + HCNO,0.0035095454625830086
CH3 + NO <=> H2O + HCN,-0.01047526985599585
CH3 + NO <=> H2CN + OH,0.0027509686746132467
HCNN + O <=> CO + H + N2,0.003608541319376593
HCNN + O <=> HCN + NO,0.0035583972615036963
HCNN + O2 <=> HCO + N2 + O,0.0035647770247463897
HCNN + OH <=> H + HCO + N2,0.0035629620414472244
H + HCNN <=> CH2 + N2,0.0035482978206235797
HNCO + O <=> CO2 + NH,0.0035542268119156863
HNCO + O <=> CO + HNO,0.00357032819748293
HNCO + O <=> NCO + OH,0.003503201418748586
H + HNCO <=> CO + NH2,0.0100256942204943
H + HNCO <=> H2 + NCO,0.003058068053085734
HNCO + OH <=> H2O + NCO,0.003385702985357173
HNCO + OH <=> CO2 + NH2,0.003614845873264765
HNCO + M <=> CO + NH + M,0.003304049215898067
H + HCNO <=> H + HNCO,-0.001389419699007696
H + HCNO <=> HCN + OH,0.001819761454467652
H + HCNO <=> CO + NH2,0.0033472020525538958
H + HOCN <=> H + HNCO,0.01156560393835129
HCCO + NO <=> CO + HCNO,-0.00740324074693443
CH3 + N <=> H + H2CN,-0.025085690291586606
CH3 + N <=> H2 + HCN,-0.01925415424051958
