,base_case
2 H + H2O <=> H2 + H2O,-3.421280987387805e-08
2 H + CO2 <=> H2 + CO2,-4.153291137333419e-08
H + OH + M <=> H2O + M,-6.697897913938917e-08
H + HO2 <=> H2O + O,-7.690621151661197e-08
H + HO2 <=> H2 + O2,-1.2399898350431803e-06
H + HO2 <=> 2 OH,-9.4870893046702e-07
H + H2O2 <=> H2 + HO2,-1.0688465318821126e-07
H + H2O2 <=> H2O + OH,-9.688410832831578e-08
CH + H <=> C + H2,-9.657690449757733e-08
CH2 + H (+M) <=> CH3 (+M),-9.149569535929607e-08
CH2(S) + H <=> CH + H2,-8.89274010197482e-08
CH3 + H (+M) <=> CH4 (+M),-1.1454227718177911e-05
CH4 + H <=> CH3 + H2,-2.2946126823920632e-06
H + HCO (+M) <=> CH2O (+M),-1.1829418765468471e-07
H + HCO <=> CO + H2,-3.524897552698332e-07
CH2O + H (+M) <=> CH2OH (+M),-9.658074727083267e-09
CH2O + H (+M) <=> CH3O (+M),-6.649905491499343e-09
CH2O + H <=> H2 + HCO,-6.286606710031888e-08
CH2OH + H (+M) <=> CH3OH (+M),-8.123043520415905e-08
CH2OH + H <=> CH2O + H2,-8.600152436462158e-08
CH2OH + H <=> CH3 + OH,8.017054928365818e-07
CH2OH + H <=> CH2(S) + H2O,2.7537927718904584e-07
CH3O + H (+M) <=> CH3OH (+M),-5.479344975873759e-09
CH3O + H <=> CH2OH + H,-1.8743153806600846e-08
CH3O + H <=> CH2O + H2,-3.168925250098714e-08
CH3O + H <=> CH3 + OH,-4.265250744933231e-08
CH3O + H <=> CH2(S) + H2O,-5.0817010677653715e-08
CH3OH + H <=> CH2OH + H2,-5.446205825945937e-08
CH3OH + H <=> CH3O + H2,-5.97650989786753e-08
C2H + H (+M) <=> C2H2 (+M),-5.8762298681299406e-08
C2H2 + H (+M) <=> C2H3 (+M),-1.5404241710061232e-07
C2H3 + H (+M) <=> C2H4 (+M),-1.4299216830665704e-07
C2H3 + H <=> C2H2 + H2,-2.3834350067289324e-07
C2H4 + H (+M) <=> C2H5 (+M),2.3101190900886654e-06
C2H4 + H <=> C2H3 + H2,2.586075750772753e-07
C2H5 + H (+M) <=> C2H6 (+M),-8.222437804544997e-08
C2H5 + H <=> C2H4 + H2,-8.717651360828966e-08
C2H6 + H <=> C2H5 + H2,-1.8050863215111423e-07
H + HCCO <=> CH2(S) + CO,-1.9810896971991878e-07
CH2CO + H <=> H2 + HCCO,-7.740380977261113e-08
CH2CO + H <=> CH3 + CO,-2.638245213233451e-07
H + HCCOH <=> CH2CO + H,-1.297604234669576e-07
CO + H2 (+M) <=> CH2O (+M),-1.1694615097282698e-07
H2 + OH <=> H + H2O,3.6884759615274655e-07
2 OH (+M) <=> H2O2 (+M),8.557970505214339e-08
2 OH <=> H2O + O,2.479391098942941e-07
HO2 + OH <=> H2O + O2,-2.169533574361433e-07
H2O2 + OH <=> H2O + HO2,-1.321275309116766e-07
H2O2 + OH <=> H2O + HO2,6.755799785709265e-08
C + OH <=> CO + H,-1.0718107817623705e-08
CH + OH <=> H + HCO,-2.2871654968380707e-08
CH2 + OH <=> CH2O + H,-3.36502251439261e-08
CH2 + OH <=> CH + H2O,-4.333664373048133e-08
CH2(S) + OH <=> CH2O + H,-4.901868818214618e-08
CH3 + OH (+M) <=> CH3OH (+M),-1.124106156368031e-07
CH3 + OH <=> CH2 + H2O,1.776206109006093e-08
CH3 + OH <=> CH2(S) + H2O,9.024315976894669e-07
CH4 + OH <=> CH3 + H2O,-1.3992106480156095e-06
CO + OH <=> CO2 + H,1.8590098736943453e-06
HCO + OH <=> CO + H2O,-9.13836417263932e-08
CH2O + OH <=> H2O + HCO,-7.044520149626665e-08
CH2OH + OH <=> CH2O + H2O,-5.796943371999327e-08
CH3O + OH <=> CH2O + H2O,-6.099129794537014e-08
CH3OH + OH <=> CH2OH + H2O,-6.07592053422324e-08
CH3OH + OH <=> CH3O + H2O,-6.164019517815642e-08
C2H + OH <=> H + HCCO,-6.316284638658807e-08
C2H2 + OH <=> CH2CO + H,-6.05042741292509e-08
C2H2 + OH <=> H + HCCOH,-6.413529967673124e-08
C2H2 + OH <=> C2H + H2O,-6.327059393314808e-08
C2H2 + OH <=> CH3 + CO,-6.439874767440984e-08
C2H3 + OH <=> C2H2 + H2O,-6.720000673584843e-08
C2H4 + OH <=> C2H3 + H2O,4.0667238123009446e-08
C2H6 + OH <=> C2H5 + H2O,-3.284272493979645e-08
CH2CO + OH <=> H2O + HCCO,-3.91655177646494e-08
2 HO2 <=> H2O2 + O2,-4.6634928719987426e-08
2 HO2 <=> H2O2 + O2,-5.615883342766639e-08
CH2 + HO2 <=> CH2O + OH,-6.120003411815453e-08
CH3 + HO2 <=> CH4 + O2,-1.903741076191414e-07
CH3 + HO2 <=> CH3O + OH,3.369085633901627e-06
CO + HO2 <=> CO2 + OH,-6.854926983470254e-08
CH2O + HO2 <=> H2O2 + HCO,-6.92146419358069e-08
C + O2 <=> CO + O,-7.392879809392623e-08
C + CH2 <=> C2H + H,-7.326254024721337e-08
C + CH3 <=> C2H2 + H,-7.28898730025791e-08
CH + O2 <=> HCO + O,1.2366902827561112e-08
CH + H2 <=> CH2 + H,-7.279592946065615e-08
CH + H2O <=> CH2O + H,-8.590845294145163e-08
CH + CH2 <=> C2H2 + H,-9.586610046018474e-08
CH + CH3 <=> C2H3 + H,-9.183636674718025e-08
CH + CH4 <=> C2H4 + H,-8.824732554154276e-08
CH + CO (+M) <=> HCCO (+M),-8.193343105334136e-08
CH + CO2 <=> CO + HCO,-8.042833123481349e-08
CH + CH2O <=> CH2CO + H,-7.79535580046676e-08
CH + HCCO <=> C2H2 + CO,-7.609827525310584e-08
CH2 + O2 => CO + H + OH,3.1456520798325725e-07
CH2 + H2 <=> CH3 + H,1.998987481770182e-08
2 CH2 <=> C2H2 + H2,-2.618304899289259e-08
CH2 + CH3 <=> C2H4 + H,-3.3753053395645065e-08
CH2 + CH4 <=> 2 CH3,-4.369144616753495e-08
CH2 + CO (+M) <=> CH2CO (+M),1.5361036401964206e-08
CH2 + HCCO <=> C2H3 + CO,-1.1060877741257259e-08
CH2(S) + N2 <=> CH2 + N2,1.798612883798567e-07
AR + CH2(S) <=> AR + CH2,-5.704215345588354e-09
CH2(S) + O2 <=> CO + H + OH,1.692346712701632e-07
CH2(S) + O2 <=> CO + H2O,-2.586517124622896e-07
CH2(S) + H2 <=> CH3 + H,-1.8740183152098497e-08
CH2(S) + H2O (+M) <=> CH3OH (+M),-7.373430198515539e-08
CH2(S) + H2O <=> CH2 + H2O,5.831607367059318e-08
CH2(S) + CH3 <=> C2H4 + H,2.1067118626758167e-11
CH2(S) + CH4 <=> 2 CH3,-3.002749835145462e-08
CH2(S) + CO <=> CH2 + CO,-3.7272434115887994e-08
CH2(S) + CO2 <=> CH2 + CO2,-4.40994751022316e-08
CH2(S) + CO2 <=> CH2O + CO,-1.4884501176535152e-07
C2H6 + CH2(S) <=> C2H5 + CH3,-1.2815598387172273e-07
CH3 + O2 <=> CH3O + O,4.198696910059065e-07
CH3 + O2 <=> CH2O + OH,3.0190780784981955e-07
CH3 + H2O2 <=> CH4 + HO2,9.558830338364846e-09
2 CH3 (+M) <=> C2H6 (+M),-1.2402916017585681e-06
2 CH3 <=> C2H5 + H,-5.112122205092099e-07
CH3 + HCO <=> CH4 + CO,-3.980269726437802e-07
CH2O + CH3 <=> CH4 + HCO,-6.086519502443092e-08
CH3 + CH3OH <=> CH2OH + CH4,-5.197327662184368e-08
CH3 + CH3OH <=> CH3O + CH4,-5.32660564045866e-08
C2H4 + CH3 <=> C2H3 + CH4,-5.237676781365371e-08
C2H6 + CH3 <=> C2H5 + CH4,-5.396014029026184e-08
HCO + H2O <=> CO + H + H2O,2.4266456292996076e-07
HCO + M <=> CO + H + M,1.958958729962345e-07
HCO + O2 <=> CO + HO2,1.0615663843230276e-07
CH2OH + O2 <=> CH2O + HO2,-6.076062253520599e-08
CH3O + O2 <=> CH2O + HO2,-5.350541212171402e-08
C2H + O2 <=> CO + HCO,-4.336257563652707e-08
C2H + H2 <=> C2H2 + H,-4.9021359045827194e-08
C2H3 + O2 <=> CH2O + HCO,-4.7129910619727636e-08
C2H4 (+M) <=> C2H2 + H2 (+M),-5.520920512051146e-08
C2H5 + O2 <=> C2H4 + HO2,2.448087077647373e-07
HCCO + O2 <=> 2 CO + OH,2.569165231883847e-07
2 HCCO <=> C2H2 + 2 CO,-6.4392070515207315e-09
N + NO <=> N2 + O,3.1054156547466814e-07
N + O2 <=> NO + O,-2.1811319361647828e-07
N + OH <=> H + NO,-2.1840231460994784e-07
N2O + O <=> N2 + O2,-1.3103525668098679e-07
N2O + O <=> 2 NO,-1.1889877035333503e-07
H + N2O <=> N2 + OH,5.173753202142782e-08
N2O + OH <=> HO2 + N2,-9.357411786992197e-09
N2O (+M) <=> N2 + O (+M),4.7369947679630834e-07
HO2 + NO <=> NO2 + OH,-5.699075704493623e-07
NO + O + M <=> NO2 + M,-1.4405218777034196e-07
NO2 + O <=> NO + O2,-1.2962294212166307e-07
H + NO2 <=> NO + OH,-1.1287627254347424e-07
NH + O <=> H + NO,-1.6147015713178434e-07
H + NH <=> H2 + N,-5.3589544327665907e-08
NH + OH <=> H + HNO,-1.5752353361056808e-07
NH + OH <=> H2O + N,-1.1104673092198099e-07
NH + O2 <=> HNO + O,3.096157841646651e-09
NH + O2 <=> NO + OH,-8.900600072236085e-08
N + NH <=> H + N2,-8.739987139704206e-08
H2O + NH <=> H2 + HNO,-1.8497372073218033e-06
NH + NO <=> N2 + OH,6.27114377200438e-07
NH + NO <=> H + N2O,1.803772433729206e-06
NH2 + O <=> NH + OH,-2.432343290127693e-08
NH2 + O <=> H + HNO,-1.2277387059800777e-06
H + NH2 <=> H2 + NH,-1.8571690490364856e-06
NH2 + OH <=> H2O + NH,-4.909043493912015e-07
NNH <=> H + N2,-1.3357954050111656e-07
NNH + M <=> H + N2 + M,-1.1985861880212647e-07
NNH + O2 <=> HO2 + N2,-1.0907587880879339e-07
NNH + O <=> N2 + OH,-1.0051501123409648e-07
NNH + O <=> NH + NO,6.90485550954145e-07
H + NNH <=> H2 + N2,-1.0672457851647223e-08
NNH + OH <=> H2O + N2,-2.2858314276831162e-08
CH3 + NNH <=> CH4 + N2,-3.250659129479888e-08
H + NO + M <=> HNO + M,1.4778728842682091e-06
HNO + O <=> NO + OH,-3.460849287747777e-08
H + HNO <=> H2 + NO,-3.482250455110639e-06
HNO + OH <=> H2O + NO,-3.301776462426245e-07
HNO + O2 <=> HO2 + NO,9.288315453415976e-08
CN + O <=> CO + N,-1.4517070732475436e-08
CN + OH <=> H + NCO,-2.550992321099998e-08
CN + H2O <=> HCN + OH,-3.440041079375811e-08
CN + O2 <=> NCO + O,-3.730428007722741e-08
CN + H2 <=> H + HCN,-4.4522384563151036e-08
NCO + O <=> CO + NO,-4.8801053672710246e-08
H + NCO <=> CO + NH,-5.6004645557510005e-08
NCO + OH <=> CO + H + NO,-6.112510003967553e-08
N + NCO <=> CO + N2,-6.390691357829369e-08
NCO + O2 <=> CO2 + NO,-6.548961833898156e-08
NCO + M <=> CO + N + M,-6.594945657834763e-08
NCO + NO <=> CO + N2O,-6.46004387628928e-08
NCO + NO <=> CO2 + N2,-6.36037569236433e-08
HCN + M <=> CN + H + M,-6.411972418087717e-08
HCN + O <=> H + NCO,-5.735264135880119e-08
HCN + O <=> CO + NH,-6.687536053005031e-08
HCN + O <=> CN + OH,-6.629048226447522e-08
HCN + OH <=> H + HOCN,-6.377556431798106e-08
HCN + OH <=> H + HNCO,-6.660909177328003e-08
HCN + OH <=> CO + NH2,-6.657366194894008e-08
H + HCN (+M) <=> H2CN (+M),-6.68262357159174e-08
H2CN + N <=> CH2 + N2,-6.709547512719004e-08
C + N2 <=> CN + N,-6.735521662016846e-08
CH + N2 <=> HCN + N,-6.774572141867234e-08
CH + N2 (+M) <=> HCNN (+M),-6.784159997407847e-08
CH2 + N2 <=> HCN + NH,-6.80390122299296e-08
CH2(S) + N2 <=> HCN + NH,-6.813713921649576e-08
C + NO <=> CN + O,-6.804607094108656e-08
C + NO <=> CO + N,-6.753669908192213e-08
CH + NO <=> HCN + O,-7.396304238183634e-08
CH + NO <=> H + NCO,-7.099730717432728e-08
CH + NO <=> HCO + N,-6.796430980799436e-08
CH2 + NO <=> H + HNCO,-1.9736574739325511e-07
CH2 + NO <=> HCN + OH,-1.662476372874836e-07
CH2 + NO <=> H + HCNO,-1.5420781987285785e-07
CH2(S) + NO <=> H + HNCO,-1.3950511048769656e-07
CH2(S) + NO <=> HCN + OH,-1.2810274374722418e-07
CH2(S) + NO <=> H + HCNO,-1.1703657878602696e-07
CH3 + NO <=> H2O + HCN,-1.195683258990826e-07
CH3 + NO <=> H2CN + OH,-9.765140930867509e-08
HCNN + O <=> CO + H + N2,-9.659978398798763e-08
HCNN + O <=> HCN + NO,-8.964710339379234e-08
HCNN + O2 <=> HCO + N2 + O,-8.531958200721053e-08
HCNN + OH <=> H + HCO + N2,-8.17301456227631e-08
H + HCNN <=> CH2 + N2,-7.89476779950802e-08
HNCO + O <=> CO2 + NH,-7.631698628412747e-08
HNCO + O <=> CO + HNO,-7.506162584662976e-08
HNCO + O <=> NCO + OH,-7.337428046243937e-08
H + HNCO <=> CO + NH2,-7.439955144456011e-08
H + HNCO <=> H2 + NCO,-7.392836203454973e-08
HNCO + OH <=> H2O + NCO,-7.274285285842379e-08
HNCO + OH <=> CO2 + NH2,-7.158587831774703e-08
HNCO + M <=> CO + NH + M,-7.218680901911922e-08
H + HCNO <=> H + HNCO,-6.901228313140369e-08
H + HCNO <=> HCN + OH,-7.0283682377843e-08
H + HCNO <=> CO + NH2,-6.770730731297452e-08
H + HOCN <=> H + HNCO,-6.628849274356998e-08
HCCO + NO <=> CO + HCNO,-2.199765843470717e-07
CH3 + N <=> H + H2CN,-2.64991784139936e-08
CH3 + N <=> H2 + HCN,-1.4449174924870117e-07
H + NH3 <=> H2 + NH2,2.559857953298296e-07
NH3 + OH <=> H2O + NH2,-6.390580707762584e-07
NH3 + O <=> NH2 + OH,1.2824235088197913e-07
CO2 + NH <=> CO + HNO,-2.8029610556924525e-08
CN + NO2 <=> NCO + NO,-3.7301568332979855e-08
NCO + NO2 <=> CO2 + N2O,-4.582654277024928e-08
CO2 + N <=> CO + NO,-7.043233774466014e-08
CH3 + O => CO + H + H2,-1.2667605285533174e-07
C2H4 + O <=> CH2CHO + H,-1.1730694922630737e-07
C2H5 + O <=> CH3CHO + H,-1.279350925438186e-07
HO2 + OH <=> H2O + O2,-2.6296823697647047e-07
CH3 + OH => CH2O + H2,-1.670230189931635e-07
CH + H2 (+M) <=> CH3 (+M),-1.386322558845152e-07
CH2 + O2 => CO2 + 2 H,7.22188416683792e-07
CH2 + O2 <=> CH2O + O,9.99675659406221e-08
2 CH2 => C2H2 + 2 H,-7.761788767275755e-09
CH2(S) + H2O => CH2O + H2,-3.547475208258969e-08
C2H3 + O2 <=> CH2CHO + O,3.6445518368020056e-07
C2H3 + O2 <=> C2H2 + HO2,-3.589390053138687e-08
CH3CHO + O <=> CH2CHO + OH,-4.3378273774080776e-08
CH3CHO + O => CH3 + CO + OH,-5.068339935932554e-08
CH3CHO + O2 => CH3 + CO + HO2,-5.472898110529439e-08
CH3CHO + H <=> CH2CHO + H2,-5.6865113349027886e-08
CH3CHO + H => CH3 + CO + H2,-6.011070328825605e-08
CH3CHO + OH => CH3 + CO + H2O,-6.219726103162464e-08
CH3CHO + HO2 => CH3 + CO + H2O2,-6.368734405537456e-08
CH3CHO + CH3 => CH4 + CO + CH3,-6.49509623673146e-08
CH2CO + H (+M) <=> CH2CHO (+M),-6.555990565972982e-08
CH2CHO + O => CH2 + CO2 + H,-6.567191841206614e-08
CH2CHO + O2 => CH2O + CO + OH,-6.610605640193024e-08
CH2CHO + O2 => 2 HCO + OH,-6.575512399184298e-08
CH2CHO + H <=> CH3 + HCO,-6.543640546819405e-08
CH2CHO + H <=> CH2CO + H2,-6.649061989142943e-08
CH2CHO + OH <=> CH2CO + H2O,-6.71382634535083e-08
CH2CHO + OH <=> CH2OH + HCO,-6.725689885762509e-08
C2H5 + CH3 (+M) <=> C3H8 (+M),-8.652957864269759e-08
C3H8 + O <=> C3H7 + OH,-8.806401708115004e-08
C3H8 + H <=> C3H7 + H2,-8.848441920065464e-08
C3H8 + OH <=> C3H7 + H2O,-8.64939444155249e-08
C3H7 + H2O2 <=> C3H8 + HO2,-8.334056740756923e-08
C3H8 + CH3 <=> C3H7 + CH4,-8.054976014431093e-08
C2H4 + CH3 (+M) <=> C3H7 (+M),-7.80636902509428e-08
C3H7 + O <=> C2H5 + CH2O,-7.610015575916694e-08
C3H7 + H (+M) <=> C3H8 (+M),-7.450236606942357e-08
C3H7 + H <=> C2H5 + CH3,-7.323799828043019e-08
C3H7 + OH <=> C2H5 + CH2OH,-7.222820740617492e-08
C3H7 + HO2 <=> C3H8 + O2,-7.144037075455394e-08
C3H7 + HO2 => C2H5 + CH2O + OH,-7.08083571957512e-08
C3H7 + CH3 <=> 2 C2H5,-7.032513527232075e-08
