,base_case
C2H5O2H <=> C2H5O + OH,-1.2293332361445846e-06
C2H4O1-2 <=> CH3 + HCO,6.201986820743029e-06
C2H4O1-2 <=> CH3CHO,-6.0496537256352e-06
C2H4O1-2 + H <=> C2H3O1-2 + H2,-1.5033493904101711e-07
C2H4O1-2 + OH <=> C2H3O1-2 + H2O,-8.425896109076038e-08
C2H4O1-2 + HO2 <=> C2H3O1-2 + H2O2,2.4703453276490584e-12
C2H4O1-2 + CH3 <=> C2H3O1-2 + CH4,-6.156132864306556e-09
C2H4O1-2 + CH3O <=> C2H3O1-2 + CH3OH,-3.885790970453371e-11
C2H4O1-2 + CH3O2 <=> C2H3O1-2 + CH3O2H,6.488923302710657e-14
C2H4O1-2 + C2H5O2 <=> C2H3O1-2 + C2H5O2H,2.08720643438933e-14
C2H3O1-2 <=> CH3CO,-2.714398222211952e-06
C2H3O1-2 <=> CH2CHO,-2.3050852714060313e-05
C2H3 + H (+M) <=> C2H4 (+M),-0.00013770745666218307
C2H4 + M <=> C2H2 + H2 + M,0.0002261650756196306
C2H4 + O2 <=> C2H3 + HO2,-2.460875323798705e-06
C2H4 + H <=> C2H3 + H2,-0.00046069668418269777
C2H4 + OH <=> C2H3 + H2O,-0.00040360203618946747
C2H4 + CH3O <=> C2H3 + CH3OH,-2.3977430101923243e-07
C2H4 + CH3O2 <=> C2H3 + CH3O2H,6.479526187150739e-09
C2H4 + C2H5O2 <=> C2H3 + C2H5O2H,2.2475288676154978e-11
C2H4 + CH3 <=> C2H3 + CH4,3.653530546828969e-05
C2H4 + CH3 <=> C2H3 + CH4,1.1847914577464348e-06
C2H4 + O <=> CH3 + HCO,-0.0014167288694726364
C2H4 + O <=> CH2CHO + H,-0.0002291316507535499
CH + CH4 <=> C2H4 + H,3.860293935840033e-05
CH2(S) + CH3 <=> C2H4 + H,1.3572552337466733e-06
C2H4 + OH <=> CH2O + CH3,-1.5985337618242425e-05
C2H4 + OH <=> CH3CHO + H,9.353340574574273e-06
C2H4 + OH <=> PC2H4OH,3.16789710133099e-06
C2H4 + HO2 <=> C2H4O1-2 + OH,7.394060060811529e-07
C2H4 + CH3O2 <=> C2H4O1-2 + CH3O,1.4145926455784595e-07
C2H4 + C2H5O2 <=> C2H4O1-2 + C2H5O,-1.1286797389090625e-08
C2H2 + H (+M) <=> C2H3 (+M),0.0077582904763543676
C2H3 + O2 <=> CH2CHO + O,0.0004327735138562215
C2H3 + O2 <=> CH2CHO + O,0.002113022997111288
C2H3 + O2 <=> C2H2 + HO2,-6.695486105231477e-05
C2H3 + O2 <=> C2H2 + HO2,-5.258388587806363e-05
C2H3 + O2 <=> CH2CO + OH,-1.3156805195422901e-05
C2H3 + O2 <=> CH2CO + OH,-2.5098180774723957e-06
C2H3 + O2 <=> CH2O + HCO,2.2407847642259345e-05
C2H3 + O2 <=> CH2O + HCO,0.00027984103369730045
C2H3 + O2 => CH2O + CO + H,7.284090664842578e-05
C2H3 + O2 => CH2O + CO + H,0.0009476721118772431
C2H3 + O2 <=> CH3O + CO,1.2010083185183924e-05
C2H3 + O2 <=> CH3O + CO,6.326496984937489e-06
C2H3 + O2 <=> CH3 + CO2,-2.180619433119064e-06
C2H3 + O2 <=> CH3 + CO2,-2.237178406893059e-05
C2H3 + H <=> C2H2 + H2,-0.007893107120423674
C2H3 + OH <=> C2H2 + H2O,-0.0009133382435975677
C2H3 + CH3 <=> C2H2 + CH4,-3.5619951559052696e-05
2 C2H3 <=> C2H2 + C2H4,-4.242178187977668e-07
