,base_case
C4H10 + OH <=> H2O + SC4H9,1.0622201008524695e-08
C4H10 + H <=> H2 + PC4H9,-2.4328264226749604e-08
C4H10 + H <=> H2 + SC4H9,7.16244783551454e-08
PC4H9 <=> C2H4 + C2H5,-1.3460444791975428e-11
SC4H9 <=> C3H6 + CH3,-8.589155822177246e-10
C4H8 <=> C3H5 + CH3,-1.8317402168887664e-06
C4H8 + H <=> C2H3 + C2H4 + H2,-5.464613156145313e-06
O2 + SC4H9 <=> SC4H9O2,-6.081305613669277e-12
SC4H9O2 <=> C4H8 + HO2,-1.97796516624055e-09
O2 + PC4H9 <=> C4H8 + HO2,-4.470757769567931e-13
O2 + PC4H9 <=> C4H8OOH1-3,-9.900589132142255e-13
C4H8OOH1-3 <=> C4H8 + HO2,1.8697320233879594e-11
C4H8OOH1-3 + O2 <=> NC4KET13 + OH,-2.685461644709576e-11
NC4KET13 <=> CO2 + N-C3H7 + OH,-8.306635474498299e-13
NH3 + O <=> NH2 + OH,0.0004298946785269954
H + NH3 <=> H2 + NH2,0.0010756000278934635
NH3 + OH <=> H2O + NH2,0.0112939662336016
HO2 + NH3 <=> H2O2 + NH2,-1.7094344633799307e-07
NH3 + NO <=> HNO + NH2,-2.5609943592673196e-05
NH + NH3 + M <=> N2H4 + M,-7.925779118450474e-06
NH2 + O <=> NH + OH,8.922559830200421e-05
NH2 + O <=> NH + OH,6.243305265565066e-05
H + HNO <=> NH2 + O,0.005442975687294414
H2 + NH <=> H + NH2,0.00676727952544357
NH2 + OH <=> H2O + NH,0.002445022316247517
NH2 + O2 <=> H2NO + O,-1.795466607163211e-05
NH2 + O2 <=> HNO + OH,8.258873488094365e-06
H2NO + NH2 <=> HNO + NH3,3.696601404941893e-05
NH2 + NO2 <=> H2O + N2O,6.185820407931861e-07
NH2 + NO2 <=> H2NO + NO,7.484258224705626e-07
NH2 + NO <=> H2O + N2,-0.0049416375771477155
NH2 + NO <=> NNH + OH,-0.005486164368665116
H + H2NO <=> NH2 + OH,-9.684174866317043e-05
HO2 + NH2 <=> H2NO + OH,-0.0004778458502216474
HO2 + NH2 <=> NH3 + O2,0.0012660324471995136
