,base_case
C4H10 + O2 <=> HO2 + SC4H9,6.717794379933048e-13
C4H10 + HO2 <=> H2O2 + PC4H9,2.56878199066288e-10
C4H10 + HO2 <=> H2O2 + SC4H9,2.0705990458670432e-10
C4H10 + O <=> OH + PC4H9,1.5363425812741725e-08
C4H10 + O <=> OH + SC4H9,-1.1030390181974287e-08
C4H10 + OH <=> H2O + PC4H9,2.39071316163352e-08
C4H10 + OH <=> H2O + SC4H9,-5.172735363998425e-08
C4H10 + H <=> H2 + PC4H9,1.3196929982655236e-07
C4H10 + H <=> H2 + SC4H9,-2.797632786271973e-07
PC4H9 <=> C2H4 + C2H5,4.236594734601035e-11
SC4H9 <=> C3H6 + CH3,2.0801442769273523e-09
C4H8 <=> C3H5 + CH3,5.981044199504611e-06
C4H8 + H <=> C2H3 + C2H4 + H2,2.8522156143278712e-05
O2 + SC4H9 <=> SC4H9O2,1.465355259080744e-11
SC4H9O2 <=> C4H8 + HO2,4.812803647395821e-09
O2 + PC4H9 <=> C4H8 + HO2,5.761359296834898e-12
O2 + PC4H9 <=> C4H8OOH1-3,4.0388037160891216e-12
C4H8OOH1-3 <=> C4H8 + HO2,-2.690469976742519e-11
C4H8OOH1-3 + O2 <=> NC4KET13 + OH,5.5264384576090496e-11
NC4KET13 <=> CO2 + N-C3H7 + OH,1.5721306940187187e-12
NH3 + O <=> NH2 + OH,-0.0006306061493908025
H + NH3 <=> H2 + NH2,-0.0026703772501385607
NH3 + OH <=> H2O + NH2,-0.029294582624543295
HO2 + NH3 <=> H2O2 + NH2,9.260232333725526e-07
NH3 + NO <=> HNO + NH2,7.612115445893945e-05
NH + NH3 + M <=> N2H4 + M,4.033104585789606e-05
NH2 + O <=> NH + OH,0.000533589488853138
NH2 + O <=> NH + OH,0.00049002511593122
H + HNO <=> NH2 + O,-0.004631543328694951
H2 + NH <=> H + NH2,-0.0015176868334195411
NH2 + OH <=> H2O + NH,0.0014634002092238764
NH2 + O2 <=> H2NO + O,9.983769019722068e-05
NH2 + O2 <=> HNO + OH,4.788016364987015e-06
H2NO + NH2 <=> HNO + NH3,-7.138648431764854e-05
NH2 + NO2 <=> H2O + N2O,-5.117162618903231e-06
NH2 + NO2 <=> H2NO + NO,1.1557521643926217e-06
NH2 + NO <=> H2O + N2,-0.00031698861760904906
NH2 + NO <=> NNH + OH,-0.0022962717691768866
H + H2NO <=> NH2 + OH,6.446674659578541e-05
HO2 + NH2 <=> H2NO + OH,0.0017198130706258367
HO2 + NH2 <=> NH3 + O2,-0.004280012611613522
NH + NH2 <=> N + NH3,0.0004054816633784316
NH + NH2 <=> N2H3,-0.001877282553105668
NH + NH2 <=> H + N2H2,-0.011578393123779323
2 NH2 <=> NH + NH3,0.0006996381022230341
2 NH2 (+M) <=> N2H4 (+M),-0.00011115844041997063
2 NH2 <=> H + N2H3,-0.0008641499510013439
2 NH2 <=> H2 + N2H2,-0.0028850792038980994
2 NH2 <=> H2 + H2NN,-1.8705361453294373e-05
N + NH2 <=> 2 H + N2,-0.012490831599844373
H + NH <=> H2 + N,0.02941056868991518
N + NH <=> H + N2,-0.0006607270251035574
NH + OH <=> H2O + N,0.006225998789437955
NH + OH <=> H + HNO,-0.0007756767405826825
NH + O2 <=> HNO + O,-0.00018837703153260938
NH + O2 <=> NO + OH,0.00031240402525509013
NH + NO <=> H + N2O,-0.009391632338726927
NH + NO <=> N2 + OH,-0.00047655829452575944
2 NH <=> N + NH2,5.715703611128863e-05
2 NH <=> N2H2,-0.0013056102060951065
N + O + M <=> NO + M,-3.156920426546294e-08
N + NO <=> N2 + O,-0.011271643287964896
N + O2 <=> NO + O,-0.005285808588703141
N2 + M <=> 2 N + M,-8.884237269367391e-09
NNH <=> H + N2,-1.0733132214712452e-05
NNH + O <=> N2 + OH,2.675878087735189e-07
NNH + O <=> H + N2O,-0.0007108599481640716
NNH + O <=> NH + NO,-0.004161931790596213
NNH + OH <=> H2O + N2,1.8449265495374098e-05
H + NNH <=> H2 + N2,9.480400944966251e-07
NNH + O2 <=> HO2 + N2,6.845214460210648e-06
NNH + O2 <=> H + N2 + O2,2.904280106711448e-07
NNH + NO <=> HNO + N2,2.1079724571896835e-05
N2H2 + O <=> NNH + OH,0.0001586240351589221
H + N2H2 <=> H2 + NNH,-0.0008110853559438655
N2H2 + OH <=> H2O + NNH,3.303872851399809e-05
N2H2 + NH <=> NH2 + NNH,1.7123632821730912e-05
N2H2 + NO <=> N2O + NH2,-7.86926755504687e-05
N2H2 + NH2 <=> NH3 + NNH,0.0001505556088733822
H + H2NN <=> H2 + NNH,-1.3044481666274216e-06
H + H2NN <=> H + N2H2,-2.298056890260691e-07
H2NN + O <=> NNH + OH,1.6774735421481138e-07
H2NN + O <=> NH2 + NO,-9.349473777981641e-08
H2NN + OH <=> H2O + NNH,-5.234670563765522e-09
H2NN + HO2 <=> H2O2 + NNH,1.9941154844550054e-07
H2NN + O2 <=> NH2 + NO2,1.5777741239141914e-06
H2NN + NH2 <=> NH3 + NNH,2.555898924597837e-07
N2H3 + O <=> N2H2 + OH,-1.076801585164235e-05
N2H3 + O <=> HNO + NH2,-3.688455992819953e-05
H + N2H3 <=> H2 + N2H2,-0.00026832448250452187
N2H3 + OH <=> H2O + N2H2,-2.3994257259312307e-05
N2H3 + NH2 <=> N2H2 + NH3,-1.545375824928193e-05
H + N2H4 <=> H2 + N2H3,-5.608184241478132e-05
N2H4 + OH <=> H2O + N2H3,-5.0379541363685746e-05
HNO + O <=> NO + OH,5.426913056882916e-05
H + HNO <=> H2 + NO,0.0019406640206519677
HNO + OH <=> H2O + NO,0.0003813833779095758
HNO + N <=> NH + NO,-1.0534065411214686e-05
NO + O (+M) <=> NO2 (+M),0.0002041275012297607
H + NO <=> N + OH,-0.002282154787873516
H + NO <=> NH + O,-0.002440110675769822
H + NO + M <=> HNO + M,0.0015860428245758993
HO2 + NO <=> NO2 + OH,0.0006325147915687873
H + N2O <=> N2 + OH,0.005134943204843705
N2O (+M) <=> N2 + O (+M),-0.004659573202700648
H + NO2 <=> NO + OH,2.6023036953411214e-06
NO2 + O <=> NO + O2,-3.6393561709518625e-06
HONO + NH2 <=> NH3 + NO2,2.2535497790188473e-07
HNOH + NO2 <=> HNO + HONO,-2.2186557620568566e-09
HNO + NO2 <=> HONO + NO,2.8230745235399515e-07
HO2 + NO2 <=> HONO + O2,3.869735146513884e-10
NO + OH (+M) <=> HONO (+M),6.839979791756075e-06
H2 + NO2 <=> H + HONO,1.9412387333562217e-05
H2 + NO2 <=> H + HONO,4.487691706713369e-06
H + HONO <=> HNO + OH,2.8812332351726444e-06
H + HONO <=> H2O + NO,3.0046767229814612e-05
HONO + O <=> NO2 + OH,7.816538927379143e-08
HONO + OH <=> H2O + NO2,3.884609410723109e-06
H2 + NO2 <=> H + HNO2,1.7988133450186489e-10
HNO2 + OH <=> H2O + NO2,9.959406778880482e-10
H2NO + M <=> HNOH + M,-4.76902239517921e-07
HNOH + O <=> HNO + OH,-1.6442866333249272e-05
HNOH + O <=> HNO + OH,-5.537193176539594e-06
HNOH + NH2 <=> N2H3 + OH,6.843463027721488e-07
HO2 + NH2 <=> H2O + HON,2.358035185738673e-08
H + HONO2 <=> H2 + NO3,-1.683679680272056e-10
2 NO2 <=> NO + NO3,-7.033084337069724e-10
NO2 + O (+M) <=> NO3 (+M),-4.21568051715195e-09
H + NO3 <=> NO2 + OH,-9.039521701809689e-10
NO3 + O <=> NO2 + O2,-8.483102247821859e-11
CO2 + N <=> CO + NO,-1.0181905383316727e-05
CH3 + N <=> H + H2CN,0.029510555586778252
CH3 + N <=> H + HCNH,0.0022398547855679517
CH + N2 <=> H + NCN,-6.631303677907516e-05
N2 + T-CH2 <=> HCN + NH,-6.813257732806868e-08
CH + NO <=> HCN + O,0.0036581694044695956
CH + NO <=> H + NCO,0.00020683020201091954
NO + T-CH2 <=> H + HCNO,0.00048017542080073627
